zip,latitude,longitude,county,state,year,total_pop,male_pop,pct_male,female_pop,pct_female,total_employable_pop,full_time_employed_pop,pct_full_time_employed_pop,total_households,household_median_income,insurable_pop,insured_pop,pct_insured,uninsured_pop,adi_state_rank,adi_natl_rank,ca_doi_underserved_flag,tapestry_seg_nr,tapestry_seg_code,tapestry_seg_name,lifemode_code,lifemode_group,as_only,ed_only,inpatient,inpatient_from_ed,opioid_rx_count,pop_w_opioid_rx,tot_opioid_rx_fills,alz,can,cld,dia,htd,hyp,inj,liv,nep,oth,pnf,stk,sui,total_deaths,total_deaths_per_1000,alzheimers_deaths_per_1000,cancer_deaths_per_1000,clrd_deaths_per_1000,diabetes_deaths_per_1000,heart_disease_deaths_per_1000,hypertension_deaths_per_1000,accidental_deaths_per_1000,chronic_liver_disease_deaths_per_1000,nephrotic_diseases_deaths_per_1000,other_deaths_per_1000,pneumonia_and_influenza_deaths_per_1000,stroke_deaths_per_1000,suicide_deaths_per_1000,c2,c3,c4,c2_c4,as_per_1000,ed_per_1000,ip_per_1000,ip_via_ed_per_1000,c2_per_1000,c3_per_1000,c4_per_1000,c2_c4_per_1000,opioid_rx_per_1000,pop_w_opioid_rx_per_1000
93465,35.538809,-120.739893,San Luis Obispo,CA,2016,8995,4140,46,4855,54,5157,2226,54.8,3153,75394,8901,8002,89.9,899,4.498107715,15.47336245,N,23,6C,The Great Outdoors,6,Cozy Country Living,589,3240,460,354,4547,1561,4308,10,24,4,3,16,1,2,1,0,17,0,14,1,93,10.33907727,1.111728738,2.668148972,0.444691495,0.333518621,1.778765981,0.111172874,0.222345748,0.111172874,0,1.889938855,0,1.556420233,0.111172874,16394,2372,23402,42168,65.48082268,360.2001112,51.13952196,39.35519733,1822.568093,263.7020567,2601.667593,4687.937743,505.5030573,173.540856
93501,35.067111,-118.184941,Kern,CA,2016,5134,2825,55,2309,45,3148,1057,60.5,1986,34261,5134,4388,85.5,746,9.418413856,76.58705561,N,39,8G,Hardscrabble Road,8,Middle Ground,168,3197,323,324,3055,949,2968,5,5,7,2,19,1,7,1,0,6,0,2,1,56,10.90767433,0.973899494,0.973899494,1.363459291,0.389559797,3.700818076,0.194779899,1.363459291,0.194779899,0,1.168679392,0,0.389559797,0.194779899,712,123,722,1557,32.72302298,622.7113362,62.91390728,63.10868718,138.6832879,23.95792754,140.6310869,303.2723023,595.0525906,184.8461239
93505,35.16374,-117.886527,Kern,CA,2016,13324,7415,55.7,5909,44.3,9166,2699,57,4283,48971,11709,10394,88.8,1315,8.903257171,68.48906174,N,15,4C,Middleburg,4,Family Landscapes,443,5394,674,646,7011,2302,6800,11,18,12,9,31,3,6,2,2,22,1,7,3,127,9.531672171,0.825577905,1.350945662,0.900630441,0.675472831,2.32662864,0.22515761,0.450315221,0.150105074,0.150105074,1.651155809,0.075052537,0.525367757,0.22515761,986,451,1813,3250,33.24827379,404.8333834,50.58540979,48.48393876,74.00180126,33.84869409,136.0702492,243.9207445,526.1933353,172.7709397
93510,34.450906,-118.227614,Los Angeles,CA,2016,7594,4005,52.7,3589,47.3,5459,2383,63.6,2622,91196,7469,6608,88.5,861,3.797543221,13.93676069,N,7,2B,Pleasantville,2,Upscale Avenues,373,1885,357,321,3905,1357,3765,5,15,2,2,9,0,5,2,1,7,0,0,2,50,6.584145378,0.658414538,1.975243613,0.263365815,0.263365815,1.185146168,0,0.658414538,0.263365815,0.131682908,0.921780353,0,0,0.263365815,29,3,21,53,49.11772452,248.2222807,47.010798,42.27021333,3.818804319,0.395048723,2.765341059,6.979194101,514.221754,178.6937056
93512,37.891866,-118.554569,Mono,CA,2016,352,151,42.9,201,57.1,199,76,49.4,148,38333,352,338,96,14,6,25.66666667,N,23,6C,The Great Outdoors,6,Cozy Country Living,20,132,13,16,174,48,167,0,1,0,0,1,0,0,0,0,0,1,0,0,3,8.522727273,0,2.840909091,0,0,2.840909091,0,0,0,0,0,2.840909091,0,0,0,0,0,0,56.81818182,375,36.93181818,45.45454545,0,0,0,0,494.3181818,136.3636364
93513,37.131989,-118.15588,Inyo,CA,2016,1803,944,52.4,859,47.6,1091,558,68.6,745,54135,1803,1600,88.7,203,7,37.00098814,N,23,6C,The Great Outdoors,6,Cozy Country Living,160,763,85,79,956,268,942,0,6,1,1,5,0,1,0,1,11,0,0,1,27,14.9750416,0,3.327787022,0.55463117,0.55463117,2.773155851,0,0.55463117,0,0.55463117,6.100942873,0,0,0.55463117,0,0,0,0,88.74098724,423.1835829,47.14364947,43.81586245,0,0,0,0,530.2273988,148.6411536
93514,37.492115,-118.390408,Inyo,CA,2016,13976,7017,50.2,6959,49.8,8369,3672,55.2,6031,51456,13660,12570,92,1090,6.089756592,29.56643002,N,5,1E,Exurbanites,1,Affluent Estates,1140,6128,623,406,5833,1799,5536,2,37,12,7,25,3,10,2,6,40,2,9,5,160,11.44819691,0.143102461,2.647395535,0.858614768,0.500858615,1.788780767,0.214653692,0.715512307,0.143102461,0.429307384,2.862049227,0.143102461,0.643961076,0.357756153,5037,1129,6957,13123,81.56840298,438.4659416,44.57641671,29.04979966,360.4035489,80.78133944,497.7819118,938.9668002,417.3583286,128.720664
93516,35.002282,-117.629941,Kern,CA,2016,2314,991,42.8,1323,57.2,1331,365,58.9,897,29896,2314,2119,91.6,195,9.422572178,83.12598425,N,48,10C,Diners & Miners,10,Rustic Outposts,80,789,109,94,1240,363,1195,3,6,6,1,7,0,0,1,1,2,1,0,0,28,12.10025929,1.296456353,2.592912705,2.592912705,0.432152118,3.025064823,0,0,0.432152118,0.432152118,0.864304235,0.432152118,0,0,29,2,1,32,34.5721694,340.9680207,47.10458081,40.62229905,12.53241141,0.864304235,0.432152118,13.82886776,535.8686258,156.8712187
93517,38.281108,-119.384449,Mono,CA,2016,909,616,67.8,293,32.2,612,304,75.6,266,51563,891,767,86.1,124,8,41,N,25,6E,Rural Resort Dwellers,6,Cozy Country Living,25,111,22,9,162,68,160,0,0,0,0,0,1,1,1,0,3,0,1,0,7,7.700770077,0,0,0,0,0,1.100110011,1.100110011,1.100110011,0,3.300330033,0,1.100110011,0,3,1,1,1,27.50275028,122.1122112,24.20242024,9.900990099,3.300330033,1.100110011,1.100110011,1.100110011,178.2178218,74.80748075
93518,35.385111,-118.491168,Kern,CA,2016,949,463,48.8,486,51.2,537,122,52.8,445,24886,949,860,90.6,89,7.796169631,45.05335157,N,43,9D,Senior Escapes,9,Senior Styles,69,335,52,75,653,201,629,0,3,1,0,1,1,1,0,2,3,0,1,0,13,13.69863014,0,3.161222339,1.05374078,0,1.05374078,1.05374078,1.05374078,0,2.10748156,3.161222339,0,1.05374078,0,228,5,54,287,72.7081138,353.0031612,54.79452055,79.03055848,240.2528978,5.268703899,56.90200211,302.4236038,688.0927292,211.8018967
93523,34.957206,-117.827391,Kern,CA,2016,3366,1689,50.2,1677,49.8,1913,966,73.3,1050,54826,2916,2871,98.5,45,10,90.69195402,N,65,14A,Military Proximity,14,Scholars and Patriots,167,770,306,95,815,305,797,0,4,2,1,5,1,0,0,0,2,0,0,0,15,4.456327986,0,1.18835413,0.594177065,0.297088532,1.485442662,0.297088532,0,0,0,0.594177065,0,0,0,0,3,2,5,49.61378491,228.7581699,90.90909091,28.22341058,0,0.891265597,0.594177065,1.485442662,242.1271539,90.61200238
93526,36.823834,-118.281246,Inyo,CA,2016,703,368,52.3,335,47.7,478,206,60.8,335,55750,635,596,93.9,39,7,38,N,20,5E,Midlife Constants,5,GenXurban,60,261,34,11,303,121,278,0,0,1,0,1,0,0,0,1,4,0,0,0,7,9.957325747,0,0,1.422475107,0,1.422475107,0,0,0,1.422475107,5.689900427,0,0,0,0,3,2,3,85.3485064,371.2660028,48.36415363,15.64722617,0,4.26742532,2.844950213,4.26742532,431.0099573,172.1194879
93527,36.119622,-118.177124,Kern,CA,2016,2206,1060,48.1,1146,51.9,1429,512,59.1,880,54593,2206,2165,98.1,41,9.1819017,77.85989894,N,23,6C,The Great Outdoors,6,Cozy Country Living,209,1334,182,164,1712,553,1694,0,11,3,1,8,0,5,0,0,3,1,2,0,34,15.41251133,0,4.986400725,1.359927471,0.453309157,3.626473255,0,2.266545784,0,0,1.359927471,0.453309157,0.906618314,0,0,0,0,0,94.74161378,604.7144152,82.50226655,74.34270172,0,0,0,0,776.0652765,250.6799637
93531,35.221906,-118.582566,Kern,CA,2016,369,191,51.8,178,48.2,212,73,46.5,167,72891,369,310,84,59,7.014553015,41.52806653,N,40,9A,Silver & Gold,9,Senior Styles,44,101,25,30,363,104,342,0,2,0,0,1,0,0,0,0,3,0,0,0,6,16.2601626,0,5.420054201,0,0,2.7100271,0,0,0,0,8.130081301,0,0,0,2,0,2,4,119.2411924,273.7127371,67.75067751,81.30081301,5.420054201,0,5.420054201,10.8401084,983.7398374,281.8428184
93532,34.689848,-118.533689,Los Angeles,CA,2016,2681,1342,50.1,1339,49.9,1875,723,64.8,989,58438,2547,2138,83.9,409,6.932673267,35.91485149,N,14,4B,Home Improvement,4,Family Landscapes,99,596,87,112,1526,471,1418,1,5,0,0,2,0,0,0,0,4,0,1,2,15,5.594927266,0.372995151,1.864975755,0,0,0.745990302,0,0,0,0,1.491980604,0,0.372995151,0.745990302,2,0,0,2,36.92651996,222.30511,32.45057814,41.77545692,0.745990302,0,0,0.745990302,569.1906005,175.6807162
93534,34.713292,-118.15292,Los Angeles,CA,2016,38994,18750,48.1,20244,51.9,25005,9536,70.6,14081,36034,38420,32679,85.1,5741,9.149672346,72.84560944,N,29,7C,American Dreamers,7,Ethnic Enclaves,1758,27720,2492,2978,30202,9901,29335,30,68,35,31,117,11,22,9,12,67,7,17,6,432,11.07862748,0.769349131,1.743858029,0.897573986,0.794994102,3.000461609,0.282094681,0.564189362,0.230804739,0.307739652,1.718213058,0.179514797,0.435964507,0.153869826,110718,12894,93706,217318,45.08385906,710.8785967,63.90726778,76.3707237,2839.359902,330.6662563,2403.087655,5573.113812,774.5294148,253.9108581
93535,34.713656,-117.86466,Los Angeles,CA,2016,73948,35479,48,38469,52,46708,18776,74.4,21098,42266,73871,64568,87.4,9303,9.150935464,67.1208745,N,29,7C,American Dreamers,7,Ethnic Enclaves,2973,45930,4256,4482,40291,14579,39132,35,107,40,26,142,14,34,11,6,89,11,20,9,544,7.356520798,0.473305566,1.446962731,0.540920647,0.351598421,1.920268297,0.189322226,0.45978255,0.148753178,0.081138097,1.203548439,0.148753178,0.270460323,0.121707146,2540,705,3776,7021,40.20392708,621.1121329,57.55395683,60.61015849,34.34846108,9.533726402,51.06290907,94.94509655,544.8558446,197.1520528
93536,34.74739,-118.369249,Los Angeles,CA,2016,70969,37931,53.4,33038,46.6,48188,19883,70.7,21179,71268,65518,59048,90.1,6470,6.955196133,35.3736754,N,14,4B,Home Improvement,4,Family Landscapes,3152,21350,3272,3108,31144,11262,30021,38,98,37,22,108,10,32,9,9,62,17,13,14,469,6.608519213,0.535445053,1.380884612,0.521354394,0.309994505,1.521791205,0.140906593,0.450901098,0.126815934,0.126815934,0.873620877,0.239541208,0.183178571,0.19726923,2622,761,3083,6466,44.41375812,300.8355761,46.10463724,43.79376911,36.94570869,10.72299173,43.44150263,91.11020305,438.8394933,158.6890051
93543,34.481108,-117.982006,Los Angeles,CA,2016,13780,6548,47.5,7232,52.5,8889,3343,62.1,3655,44985,13780,11991,87,1789,8.715291107,57.97376839,N,28,7B,Urban Villages,7,Ethnic Enclaves,503,5382,605,690,5622,1975,5473,6,15,6,6,13,1,7,4,2,15,0,1,2,78,5.660377358,0.435413643,1.088534107,0.435413643,0.435413643,0.943396226,0.07256894,0.507982583,0.290275762,0.145137881,1.088534107,0,0.07256894,0.145137881,121,0,35,156,36.50217707,390.5660377,43.904209,50.07256894,8.7808418,0,2.539912917,11.32075472,407.9825835,143.3236575
93544,34.495537,-117.756645,Los Angeles,CA,2016,1021,584,57.2,437,42.8,463,207,70.9,432,46200,1021,958,93.8,63,8.769536424,58.35761589,N,23,6C,The Great Outdoors,6,Cozy Country Living,61,280,39,89,623,207,598,0,2,2,1,5,0,3,1,0,1,1,2,0,18,17.62977473,0,1.958863859,1.958863859,0.979431929,4.897159647,0,2.938295788,0.979431929,0,0.979431929,0.979431929,1.958863859,0,0,0,0,0,59.7453477,274.2409403,38.19784525,87.16944172,0,0,0,0,610.1860921,202.7424094
93545,36.556387,-118.054221,Inyo,CA,2016,2005,1047,52.2,958,47.8,1086,520,58.9,813,36736,1942,1483,76.4,459,8.644542773,58.20132743,N,58,12C,Small Town Simplicity,12,Hometown,137,819,118,46,689,256,625,0,8,0,0,5,1,1,1,0,6,0,0,0,22,10.97256858,0,3.990024938,0,0,2.493765586,0.498753117,0.498753117,0.498753117,0,2.992518703,0,0,0,336,75,528,939,68.32917706,408.478803,58.85286783,22.94264339,167.5810474,37.40648379,263.3416459,468.3291771,343.6408978,127.680798
93546,37.548799,-118.839818,Mono,CA,2016,9252,4819,52.1,4433,47.9,6895,3523,59.4,3236,62670,9252,6894,74.5,2358,3.83101479,11.64021087,N,34,8B,Emerald City,8,Middle Ground,630,3001,338,175,2418,1217,2384,1,6,0,0,2,0,4,2,0,7,0,0,1,23,2.485948984,0.108084738,0.648508431,0,0,0.216169477,0,0.432338954,0.216169477,0,0.756593169,0,0,0.108084738,4414,559,3294,8267,68.09338521,324.3623,36.53264159,18.91482923,477.0860355,60.41936879,356.0311284,893.5365326,261.3488975,131.5391267
93550,34.408548,-118.123592,Los Angeles,CA,2016,75624,37018,49,38606,51,47132,16792,59.1,21130,36988,75569,63294,83.8,12275,9.102299093,71.34085636,N,28,7B,Urban Villages,7,Ethnic Enclaves,2716,42161,4073,3858,29755,11222,29047,14,82,32,23,100,8,18,13,11,78,5,22,8,414,5.474452555,0.185126415,1.084311859,0.423146091,0.304136253,1.322331535,0.105786523,0.238019676,0.1719031,0.145456469,1.031418597,0.066116577,0.290912938,0.105786523,5498,962,4588,11048,35.91452449,557.5081985,53.85856342,51.01555062,72.70178779,12.72082937,60.66857082,146.091188,393.4597482,148.3920449
93551,34.604105,-118.239213,Los Angeles,CA,2016,51023,25357,49.7,25666,50.3,33353,15566,68.8,16056,84000,50984,47338,92.8,3646,6.083797638,28.48072209,N,13,4A,Soccer Moms,4,Family Landscapes,2246,14481,2283,2168,21740,8069,20941,25,88,27,15,75,5,17,8,8,62,11,13,9,363,7.114438587,0.489975109,1.724712385,0.529173118,0.293985066,1.469925328,0.097995022,0.333183074,0.156792035,0.156792035,1.215138271,0.215589048,0.254787057,0.176391039,43768,7055,36871,87694,44.01936382,283.8131823,44.74452698,42.49064148,857.8092233,138.2709758,722.6348901,1718.715089,426.082355,158.1443663
93552,34.570867,-118.023744,Los Angeles,CA,2016,41128,21036,51.1,20092,48.9,26688,10289,65.4,9921,56971,41128,33644,81.8,7484,8.598910082,53.92697548,N,28,7B,Urban Villages,7,Ethnic Enclaves,1523,15516,1950,1602,13437,5357,13093,13,52,13,16,41,7,8,6,3,33,5,8,1,206,5.008753161,0.316086365,1.264345458,0.316086365,0.389029372,0.996887765,0.17020035,0.194514686,0.145886014,0.072943007,0.802373079,0.121571679,0.194514686,0.024314336,7014,953,6265,14232,37.03073332,377.2612332,47.41295468,38.95156584,170.5407508,23.17156195,152.3293134,346.0416261,326.7117292,130.2518965
93553,34.407332,-117.911841,Los Angeles,CA,2016,1882,888,47.2,994,52.8,1230,444,62.6,832,54741,1882,1567,83.3,315,7.902578797,40.27851003,N,18,5C,Parks and Rec,5,GenXurban,90,631,101,136,1339,429,1282,1,5,0,1,6,0,1,0,0,2,0,2,0,18,9.564293305,0.531349628,2.65674814,0,0.531349628,3.188097768,0,0.531349628,0,0,1.062699256,0,1.062699256,0,0,0,0,0,47.82146652,335.2816153,53.66631243,72.26354942,0,0,0,0,711.477152,227.9489904
93555,35.606509,-117.683472,Kern,CA,2016,34064,17372,51,16692,49,20789,9898,66.7,13181,60318,33514,30805,91.9,2709,7.739484753,50.04284963,N,38,8F,Old and Newcomers,8,Middle Ground,2341,15650,2325,1496,16360,5862,16005,8,70,12,10,99,4,28,7,6,42,2,18,11,317,9.306012212,0.234852043,2.054955378,0.352278065,0.293565054,2.906294035,0.117426022,0.821982151,0.205495538,0.176139032,1.232973227,0.058713011,0.528417097,0.322921559,8211,1548,10205,19964,68.72357915,459.4293095,68.25387506,43.91733208,241.0462659,45.44387036,299.5831376,586.0732738,480.2724284,172.0878347
93560,34.866894,-118.339832,Kern,CA,2016,20263,10560,52.1,9703,47.9,13876,5960,67.3,6556,59754,20110,18194,90.5,1916,9.415254237,70.86271186,N,14,4B,Home Improvement,10,Rustic Outposts,743,7045,1031,806,8676,3147,8460,5,34,11,7,36,2,10,6,3,20,1,3,1,139,6.859793713,0.24675517,1.677935153,0.542861373,0.345457237,1.776637221,0.098702068,0.493510339,0.296106203,0.148053102,0.987020678,0.049351034,0.148053102,0.049351034,72,9,21,102,36.66781819,347.6780339,50.88091596,39.77693333,3.553274441,0.444159305,1.036371712,5.033805458,428.1695702,155.3077037
93561,35.118772,-118.493811,Kern,CA,2016,34182,19311,56.5,14871,43.5,22201,7444,60.8,11152,63996,29635,27275,92,2360,6.913153651,38.24832988,N,5,1E,Exurbanites,1,Affluent Estates,1391,11150,1886,1035,19054,5410,18251,21,65,18,9,76,6,22,6,6,53,3,9,6,300,8.776549061,0.614358434,1.90158563,0.526592944,0.263296472,2.223392429,0.175530981,0.643613598,0.175530981,0.175530981,1.550523667,0.087765491,0.263296472,0.175530981,8416,1337,11908,21661,40.69393248,326.1950734,55.17523843,30.27909426,246.2114563,39.11415365,348.3704874,633.6960974,557.427886,158.2704347
93562,35.746463,-117.386604,San Bernardino,CA,2016,1620,860,53.1,760,46.9,953,390,69,703,38438,1620,1504,92.8,116,9.586353945,84.10447761,N,48,10C,Diners & Miners,10,Rustic Outposts,98,815,79,86,1071,321,1069,1,3,2,2,9,2,3,0,0,5,0,2,0,29,17.90123457,0.617283951,1.851851852,1.234567901,1.234567901,5.555555556,1.234567901,1.851851852,0,0,3.086419753,0,1.234567901,0,0,0,0,0,60.49382716,503.0864198,48.7654321,53.08641975,0,0,0,0,661.1111111,198.1481481
93563,34.402521,-117.766066,Los Angeles,CA,2016,413,239,57.9,174,42.1,323,117,72.7,137,74250,321,301,93.8,20,5.766839378,24.61139896,N,47,10B,Rooted Rural,10,Rustic Outposts,12,35,10,3,68,24,66,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4.842615012,2.421307506,2.421307506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.05569007,84.74576271,24.21307506,7.263922518,0,0,0,0,164.6489104,58.11138015
93591,34.59448,-117.813666,Los Angeles,CA,2016,6508,3302,50.7,3206,49.3,3968,1024,52.2,1807,41080,6504,5614,86.3,890,9.635135135,75.90926641,N,29,7C,American Dreamers,7,Ethnic Enclaves,283,3171,349,395,3042,1024,2949,3,9,4,3,12,1,3,0,1,13,3,1,0,53,8.143822987,0.460971112,1.382913337,0.61462815,0.460971112,1.84388445,0.153657037,0.460971112,0,0.153657037,1.997541487,0.460971112,0.153657037,0,27,9,55,91,43.48494161,487.2464659,53.62630608,60.69452981,4.148740012,1.382913337,8.451137062,13.98279041,467.4247081,157.3448064
93601,37.393471,-119.741037,Madera,CA,2016,1944,1129,58.1,815,41.9,980,371,48.9,710,58362,1932,1739,90,193,6.758359621,34.4170347,N,23,6C,The Great Outdoors,6,Cozy Country Living,183,461,104,96,1167,358,1134,3,8,0,0,6,0,0,0,1,6,0,1,0,25,12.8600823,1.543209877,4.115226337,0,0,3.086419753,0,0,0,0.514403292,3.086419753,0,0.514403292,0,0,0,0,0,94.13580247,237.1399177,53.49794239,49.38271605,0,0,0,0,600.308642,184.1563786
93602,37.028835,-119.316654,Fresno,CA,2016,4151,2066,49.8,2085,50.2,2431,966,57,1608,54375,4059,3652,90,407,7.74578557,42.38637896,N,23,6C,The Great Outdoors,6,Cozy Country Living,288,809,154,157,1776,598,1723,3,10,1,1,4,1,1,1,0,8,0,1,0,31,7.468079981,0.722717417,2.409058058,0.240905806,0.240905806,0.963623223,0.240905806,0.240905806,0.240905806,0,1.927246447,0,0.240905806,0,425,120,466,1011,69.38087208,194.8927969,37.0994941,37.82221152,102.3849675,28.9086967,112.2621055,243.5557697,427.8487112,144.0616719
93603,36.622507,-118.957187,Tulare,CA,2016,138,87,63,51,37,65,41,100,93,65565,138,115,83.3,23,6.97826087,35.51086957,N,25,6E,Rural Resort Dwellers,6,Cozy Country Living,10,54,13,12,148,45,148,0,1,0,0,1,0,0,0,0,1,0,0,0,3,21.73913043,0,7.246376812,0,0,7.246376812,0,0,0,0,7.246376812,0,0,0,0,0,0,0,72.46376812,391.3043478,94.20289855,86.95652174,0,0,0,0,1072.463768,326.0869565
93604,37.344149,-119.422139,Madera,CA,2016,708,262,37,446,63,286,126,68.1,314,62143,708,708,100,0,4.083792723,11.61190739,N,40,9A,Silver & Gold,9,Senior Styles,64,160,49,33,536,155,520,0,4,1,1,2,0,1,1,0,3,0,0,0,13,18.36158192,0,5.649717514,1.412429379,1.412429379,2.824858757,0,1.412429379,1.412429379,0,4.237288136,0,0,0,0,0,0,0,90.39548023,225.9887006,69.20903955,46.61016949,0,0,0,0,757.0621469,218.9265537
93609,36.526597,-119.864103,Fresno,CA,2016,5689,2894,50.9,2795,49.1,3533,1323,51.8,1540,38958,5689,4544,79.9,1145,7.743506494,44.91103896,N,31,7E,Valley Growers,7,Ethnic Enclaves,433,2911,294,272,1601,678,1566,0,6,1,1,8,0,5,1,0,10,0,1,0,33,5.800667956,0,1.054666901,0.175777817,0.175777817,1.406222535,0,0.878889084,0.175777817,0,1.757778168,0,0.175777817,0,112,120,583,815,76.11179469,511.6892248,51.67867815,47.81156618,19.68711549,21.09333802,102.4784672,143.2589207,281.4202848,119.1773598
93610,37.098303,-120.281212,Madera,CA,2016,23757,10266,43.2,13491,56.8,16692,4280,54.9,5058,37406,16831,13797,82,3034,8.651084011,56.92818428,N,31,7E,Valley Growers,7,Ethnic Enclaves,1279,7257,1027,979,8817,2599,8728,7,25,8,4,27,6,6,2,4,33,4,10,3,139,5.850907101,0.294649998,1.052321421,0.336742855,0.168371427,1.136507135,0.252557141,0.252557141,0.084185714,0.168371427,1.389064276,0.168371427,0.420928568,0.126278571,4800,260,4993,10053,53.8367639,305.4678621,43.22936398,41.20890685,202.0457128,10.94414278,210.1696342,423.1594898,371.1327188,109.3993349
93611,36.825296,-119.68019,Fresno,CA,2016,47988,22737,47.4,25251,52.6,30214,14279,62.8,15719,78928,47630,44350,93.1,3280,6.084495259,27.75348578,N,13,4A,Soccer Moms,1,Affluent Estates,3922,10421,2321,1771,19389,7347,18689,28,63,11,8,75,8,23,6,4,64,7,21,4,322,6.710010836,0.583479203,1.312828207,0.229223973,0.166708344,1.562890723,0.166708344,0.479286488,0.125031258,0.083354172,1.33366675,0.145869801,0.437609402,0.083354172,29457,5726,21500,56683,81.72876552,217.1584563,48.36625823,36.9050596,613.8409602,119.321497,448.0286738,1181.191131,404.0385096,153.1007752
93612,36.814864,-119.710596,Fresno,CA,2016,36062,18296,50.7,17766,49.3,23597,9662,59.7,13483,40393,35949,31320,87.1,4629,8.856160762,66.59730301,N,53,11C,Metro Fusion,11,Midtown Singles,2710,14009,2208,1890,19945,6523,19503,19,50,18,13,75,7,13,4,4,66,5,17,5,296,8.208086074,0.52687039,1.386501026,0.499140369,0.360490267,2.079751539,0.194110144,0.360490267,0.110920082,0.110920082,1.830181354,0.138650103,0.471410349,0.138650103,13361,3412,14850,31623,75.14835561,388.4698575,61.22788531,52.40973878,370.5008042,94.61483001,411.7908047,876.9064389,553.0752593,180.8829239
93614,37.209821,-119.749802,Madera,CA,2016,11255,5466,48.6,5789,51.4,6168,1796,49.5,4468,55490,11232,9869,87.9,1363,7.039744022,32.94408892,N,23,6C,The Great Outdoors,6,Cozy Country Living,1183,2623,597,561,7543,2254,7291,2,27,9,3,33,3,5,7,3,22,1,12,2,129,11.46157263,0.177698801,2.398933807,0.799644602,0.266548201,2.932030209,0.266548201,0.444247001,0.621945802,0.266548201,1.954686806,0.0888494,1.066192803,0.177698801,470,502,882,1854,105.1088405,233.0519769,53.04309196,49.84451355,41.75921813,44.60239893,78.36517104,164.7267881,670.1910262,200.2665482
93615,36.503322,-119.286328,Tulare,CA,2016,6263,3203,51.1,3060,48.9,3968,1078,39.8,1443,30951,6263,4613,73.7,1650,9.926573427,82.90769231,N,31,7E,Valley Growers,7,Ethnic Enclaves,428,2386,292,277,1194,540,1159,3,8,1,0,7,1,2,2,0,7,0,1,0,32,5.109372505,0.479003672,1.277343126,0.159667891,0,1.117675236,0.159667891,0.319335782,0.319335782,0,1.117675236,0,0.159667891,0,0,5,0,5,68.33785726,380.9675874,46.62302411,44.22800575,0,0.798339454,0,0.798339454,190.6434616,86.22066103
93616,36.655353,-119.593861,Fresno,CA,2016,2599,1346,51.8,1253,48.2,1639,407,43.3,682,30806,2599,2073,79.8,526,7.943969611,50.01519468,N,31,7E,Valley Growers,7,Ethnic Enclaves,191,1440,126,119,649,303,639,1,3,1,1,2,1,0,0,0,2,1,2,0,14,5.386687187,0.384763371,1.154290112,0.384763371,0.384763371,0.769526741,0.384763371,0,0,0,0.769526741,0.384763371,0.769526741,0,0,0,0,0,73.48980377,554.0592536,48.48018469,45.78684109,0,0,0,0,249.7114275,116.5833013
93618,36.521012,-119.389446,Tulare,CA,2016,30465,15784,51.8,14681,48.2,18982,6927,51.2,8044,38576,30364,24656,81.2,5708,9.347838061,71.81465161,N,31,7E,Valley Growers,7,Ethnic Enclaves,1883,12508,1623,1241,8863,3661,8677,13,27,3,10,47,9,6,5,1,28,5,10,4,168,5.514524865,0.426719186,0.886262925,0.098473658,0.328245528,1.54275398,0.295420975,0.196947317,0.164122764,0.032824553,0.919087477,0.164122764,0.328245528,0.131298211,4327,395,4877,9599,61.80863286,410.569506,53.27424914,40.73526998,142.0318398,12.96569834,160.0853438,315.082882,290.9240112,120.1706877
93619,36.917573,-119.593481,Fresno,CA,2016,32958,16104,48.9,16854,51.1,20718,10059,65.5,11106,108353,32908,31481,95.7,1427,4.28611305,14.77355199,N,3,1C,Boomburbs,1,Affluent Estates,3131,6313,1868,1013,10201,4398,9786,12,50,8,3,44,3,8,2,3,48,1,14,8,204,6.189695977,0.364099763,1.517082347,0.242733176,0.091024941,1.335032466,0.091024941,0.242733176,0.060683294,0.091024941,1.456399053,0.030341647,0.424783057,0.242733176,3848,238,2203,6289,94.99969658,191.5468172,56.67819649,30.73608835,116.7546574,7.221311973,66.84264822,190.8186176,309.5151405,133.4425633
93620,37.020043,-120.625404,Merced,CA,2016,9591,4832,50.4,4759,49.6,5926,1761,44.9,2793,36937,9562,8150,85.2,1412,9.766005666,76.05382436,N,30,7D,Barrios Urbanos,7,Ethnic Enclaves,537,5282,519,442,3597,1458,3533,1,20,1,3,20,1,4,1,2,24,1,1,1,80,8.341153164,0.104264415,2.085288291,0.104264415,0.312793244,2.085288291,0.104264415,0.417057658,0.104264415,0.208528829,2.502345949,0.104264415,0.104264415,0.104264415,283,60,263,606,55.98999062,550.7246377,54.11323115,46.08487123,29.50682932,6.255864873,27.42154103,63.18423522,375.0390992,152.0175164
93621,36.789273,-119.140345,Fresno,CA,2016,194,74,38.1,120,61.9,129,39,34.8,164,0,194,87,44.8,107,7.9744,40.9552,N,23,6C,The Great Outdoors,10,Rustic Outposts,58,160,36,25,274,99,269,0,2,1,0,3,0,0,0,0,0,1,0,0,7,36.08247423,0,10.30927835,5.154639175,0,15.46391753,0,0,0,0,0,5.154639175,0,0,0,0,0,0,298.9690722,824.742268,185.5670103,128.8659794,0,0,0,0,1412.371134,510.3092784
