zip,latitude,longitude,county,state,year,total_pop,male_pop,pct_male,female_pop,pct_female,total_employable_pop,full_time_employed_pop,pct_full_time_employed_pop,total_households,household_median_income,insurable_pop,insured_pop,pct_insured,uninsured_pop,adi_state_rank,adi_natl_rank,ca_doi_underserved_flag,tapestry_seg_nr,tapestry_seg_code,tapestry_seg_name,lifemode_code,lifemode_group,as_only,ed_only,inpatient,inpatient_from_ed,opioid_rx_count,pop_w_opioid_rx,tot_opioid_rx_fills,alz,can,cld,dia,htd,hyp,inj,liv,nep,oth,pnf,stk,sui,total_deaths,total_deaths_per_1000,alzheimers_deaths_per_1000,cancer_deaths_per_1000,clrd_deaths_per_1000,diabetes_deaths_per_1000,heart_disease_deaths_per_1000,hypertension_deaths_per_1000,accidental_deaths_per_1000,chronic_liver_disease_deaths_per_1000,nephrotic_diseases_deaths_per_1000,other_deaths_per_1000,pneumonia_and_influenza_deaths_per_1000,stroke_deaths_per_1000,suicide_deaths_per_1000,c2,c3,c4,c2_c4,as_per_1000,ed_per_1000,ip_per_1000,ip_via_ed_per_1000,c2_per_1000,c3_per_1000,c4_per_1000,c2_c4_per_1000,opioid_rx_per_1000,pop_w_opioid_rx_per_1000
90001,33.974027,-118.249509,Los Angeles,CA,2016,57942,29520,50.9,28422,49.1,37501,15020,61.9,13594,34323,57935,44211,76.3,13724,8.007138001,45.79401768,Y,61,13B,Las Casas,13,Next Wave,1798,24554,3628,3286,7879,4202,7717,5,39,7,14,77,9,21,13,4,49,4,12,3,257,4.435469953,0.08629319,0.67308688,0.120810466,0.241620931,1.328915122,0.155327742,0.362431397,0.224362293,0.069034552,0.845673259,0.069034552,0.207103655,0.051775914,843,201,1710,2754,31.03103103,423.7685962,62.61433848,56.7118843,14.54903179,3.468986228,29.51227089,47.53028891,135.9808084,72.52079666
90002,33.949099,-118.246737,Los Angeles,CA,2016,51826,24877,48,26949,52,33749,12093,59.3,12543,32520,51826,39186,75.6,12640,8.125497288,50.51754069,Y,61,13B,Las Casas,13,Next Wave,1661,25168,3421,3314,10927,5072,10701,6,58,12,18,67,6,11,8,8,48,8,19,4,273,5.267626288,0.115772006,1.119129395,0.231544013,0.347316019,1.292787404,0.115772006,0.212248678,0.154362675,0.154362675,0.926176051,0.154362675,0.366611353,0.077181338,357,767,1059,2183,32.04955042,485.6249759,66.00933894,63.94473816,6.888434377,14.79952148,20.43375912,42.12171497,210.8401189,97.86593602
90003,33.964131,-118.272783,Los Angeles,CA,2016,70208,33953,48.4,36255,51.6,45068,16965,61.3,16496,31878,70208,52204,74.4,18004,7.972540046,46.90675057,Y,61,13B,Las Casas,13,Next Wave,2111,32061,4610,4648,12814,6073,12512,7,71,11,12,101,7,24,10,6,80,9,18,4,360,5.127620784,0.099703737,1.011280766,0.156677302,0.170920693,1.438582498,0.099703737,0.341841386,0.142433911,0.085460346,1.139471285,0.12819052,0.256381039,0.056973564,1329,259,2440,4028,30.06779854,456.657361,65.66203282,66.20328168,18.92946673,3.689038286,34.7538742,57.37237922,182.5148131,86.50011395
90004,34.076198,-118.310722,Los Angeles,CA,2016,63095,31141,49.4,31954,50.6,45646,21540,63.7,22431,43180,63059,47278,75,15781,4.238018703,28.20017534,Y,60,13A,International Marketplace,13,Next Wave,2115,15820,2751,2639,7149,3987,6832,14,77,14,9,73,9,13,5,5,28,22,15,5,289,4.580394643,0.22188763,1.220381964,0.22188763,0.142642048,1.156985498,0.142642048,0.206038513,0.079245582,0.079245582,0.44377526,0.348680561,0.237736746,0.079245582,3582,1707,5002,10291,33.52088121,250.7330216,43.60091925,41.82581821,56.77153499,27.05444171,79.27728029,163.103257,113.3053332,63.19042713
90005,34.059163,-118.306892,Los Angeles,CA,2016,39338,19592,49.8,19746,50.2,28125,14861,70.1,16086,31485,39338,26087,66.3,13251,7.225922592,57.77587759,Y,62,13C,NeWest Residents,13,Next Wave,1107,8650,1579,1488,4292,2342,4188,8,42,5,7,49,4,6,2,0,26,10,9,2,170,4.321521175,0.203365702,1.067669937,0.127103564,0.17794499,1.245614927,0.101682851,0.152524277,0.050841426,0,0.660938533,0.254207128,0.228786415,0.050841426,439,1403,1434,3276,28.14072907,219.8891657,40.13930551,37.82602064,11.15969292,35.66526005,36.45330215,83.27825512,109.1056993,59.53530937
90006,34.048041,-118.294177,Los Angeles,CA,2016,61230,30807,50.3,30423,49.7,42286,21713,72,19474,31993,60753,39321,64.7,21432,7.280192308,52.82423077,Y,60,13A,International Marketplace,13,Next Wave,1894,16855,3081,2934,6318,3646,6097,12,55,10,14,79,4,15,11,5,41,17,18,6,287,4.687244815,0.195982362,0.898252491,0.163318635,0.228646089,1.290217214,0.065327454,0.244977952,0.179650498,0.081659317,0.669606402,0.277641679,0.293973542,0.097991181,3317,1874,9548,14739,30.9325494,275.2735587,50.31847134,47.91768741,54.17279112,30.60591213,155.9366324,240.7153356,103.1847134,59.5459742
90007,34.028129,-118.284829,Los Angeles,CA,2016,41979,20802,49.6,21177,50.4,33197,7918,40,11672,22485,41979,35434,84.4,6545,8.546607483,71.90509406,Y,67,14C,Dorms to Diplomas,13,Next Wave,1123,11662,1618,1785,4643,2436,4526,2,34,3,8,24,3,10,1,3,29,6,13,1,137,3.26353653,0.047642869,0.809928774,0.071464304,0.190571476,0.571714429,0.071464304,0.238214345,0.023821435,0.071464304,0.690821601,0.142928607,0.309678649,0.023821435,1311,1234,3777,6322,26.75147097,277.8055695,38.54308106,42.52126063,31.22990066,29.39565021,89.97355821,150.5991091,110.6029205,58.02901451
90008,34.009552,-118.346724,Los Angeles,CA,2016,32060,14038,43.8,18022,56.2,21437,8830,60.1,14590,36134,32052,27053,84.4,4999,6.761102603,49.1345074,N,51,11A,City Strivers,13,Next Wave,1709,15038,2145,2352,10751,4351,10504,18,74,13,9,86,8,15,5,8,45,10,19,4,314,9.794135995,0.561447286,2.308172177,0.405489707,0.280723643,2.682470368,0.249532127,0.467872739,0.15595758,0.249532127,1.403618216,0.311915159,0.592638802,0.124766064,4378,699,7294,12371,53.30630069,469.0580162,66.90580162,73.36244541,136.5564566,21.80286962,227.510917,385.8702433,335.3399875,135.7142857
90010,34.062148,-118.315889,Los Angeles,CA,2016,3524,1773,50.3,1751,49.7,2821,1465,70.4,2041,47569,3524,2667,75.7,857,6.934090909,57.69090909,Y,12,3C,Trendsetters,3,Uptown Individuals,99,910,168,139,634,339,615,2,4,1,1,9,0,0,0,1,2,1,0,1,22,6.242905789,0.56753689,1.13507378,0.283768445,0.283768445,2.553916005,0,0,0,0.283768445,0.56753689,0.283768445,0,0.283768445,2890,1085,2156,6131,28.09307605,258.2292849,47.67309875,39.44381385,820.0908059,307.8887628,611.8047673,1739.784336,179.9091941,96.19750284
90011,34.00709,-118.258681,Los Angeles,CA,2016,104762,52020,49.7,52742,50.3,69304,28449,64.1,23258,31684,104611,72864,69.7,31747,7.86638893,42.85121262,Y,61,13B,Las Casas,13,Next Wave,2924,37729,6046,5520,12188,6520,11887,14,106,14,17,109,7,29,29,9,65,16,15,4,434,4.142723507,0.133636242,1.011817262,0.133636242,0.16227258,1.0404536,0.066818121,0.27681793,0.27681793,0.085909013,0.620453981,0.152727134,0.143181688,0.038181783,1334,691,3723,5748,27.91088372,360.1401271,57.71176572,52.69086119,12.73362479,6.595903095,35.53769497,54.86722285,116.3398942,62.23630706
90012,34.065975,-118.238642,Los Angeles,CA,2016,32543,19922,61.2,12621,38.8,24595,8056,56.2,11344,32712,24170,19642,81.3,4528,7.638192268,58.49085684,Y,11,3B,Metro Renters,3,Uptown Individuals,1000,7423,1626,1930,3380,1835,3215,6,37,6,4,60,10,7,4,1,19,9,15,1,179,5.500414836,0.184371447,1.136957257,0.184371447,0.122914298,1.84371447,0.307285745,0.215100022,0.122914298,0.030728575,0.583842916,0.276557171,0.460928618,0.030728575,6656,2870,13644,23170,30.7285745,228.0982085,49.96466214,59.30614879,204.5293919,88.19100882,419.2606705,711.9810712,103.8625818,56.38693421
90013,34.045405,-118.240454,Los Angeles,CA,2016,11668,7315,62.7,4353,37.3,9962,3404,59.9,6786,22058,11663,9772,83.8,1891,7.689364958,63.93420046,Y,45,9F,Social Security Set,9,Senior Styles,578,9614,1138,1941,5013,1996,4955,1,18,5,5,46,3,14,4,1,18,7,4,3,129,11.05587933,0.085704491,1.542680836,0.428522455,0.428522455,3.942406582,0.257113473,1.199862873,0.342817964,0.085704491,1.542680836,0.599931436,0.342817964,0.257113473,740,328,2088,3156,49.53719575,823.9629757,97.53171066,166.3524169,63.42132328,28.11107302,178.950977,270.4833733,429.636613,171.0661639
90014,34.043146,-118.251746,Los Angeles,CA,2016,7191,4447,61.8,2744,38.2,5710,2457,58.7,4871,23580,7191,5930,82.5,1261,5.686553874,31.86865539,Y,45,9F,Social Security Set,9,Senior Styles,381,4044,572,893,2537,1102,2523,2,14,3,5,26,1,5,1,1,14,4,3,2,81,11.2640801,0.278125435,1.946878042,0.417188152,0.695313586,3.615630649,0.139062717,0.695313586,0.139062717,0.139062717,1.946878042,0.556250869,0.417188152,0.278125435,563,43,445,1051,52.98289529,562.3696287,79.54387429,124.1830065,78.29230983,5.979696843,61.88290919,146.1549159,352.8021138,153.2471144
90015,34.039378,-118.2663,Los Angeles,CA,2016,19378,9720,50.2,9658,49.8,13822,6477,63.3,8043,30463,19337,14864,76.9,4473,6.511836085,47.34453949,Y,62,13C,NeWest Residents,13,Next Wave,601,6927,1013,1069,2795,1551,2734,2,17,3,7,19,1,5,3,2,16,3,5,1,84,4.334812674,0.103209826,0.877283517,0.154814738,0.36123439,0.980493343,0.051604913,0.258024564,0.154814738,0.103209826,0.825678605,0.154814738,0.258024564,0.051604913,11950,3947,9127,25024,31.01455259,357.4672309,52.27577665,55.16565177,616.6787078,203.6845908,470.998039,1291.361338,144.2357312,80.03921973
90016,34.028331,-118.354338,Los Angeles,CA,2016,47079,22515,47.8,24564,52.2,33036,14250,60.3,17213,41140,46954,36975,78.7,9979,6.242170742,32.31638782,Y,60,13A,International Marketplace,13,Next Wave,2109,18925,3273,3065,11304,5022,10924,11,58,13,17,90,6,9,4,14,57,6,22,2,309,6.563435927,0.233649823,1.231971792,0.276131609,0.36109518,1.911680367,0.127445358,0.191168037,0.084963572,0.297372502,1.210730899,0.127445358,0.467299645,0.042481786,352,499,1110,1961,44.79704327,401.9838994,69.52144268,65.10333694,7.476794324,10.59920559,23.57739119,41.65339111,240.1070541,106.6717645
90017,34.052913,-118.26434,Los Angeles,CA,2016,25772,13865,53.8,11907,46.2,18695,8551,64.4,10288,25143,25714,16225,63.1,9489,6.672222222,50.22916667,Y,62,13C,NeWest Residents,13,Next Wave,666,8148,1307,1203,2982,1623,2904,0,30,4,11,34,4,6,2,3,20,6,5,4,129,5.005432252,0,1.164054012,0.155207202,0.426819804,1.319261214,0.155207202,0.232810802,0.077603601,0.116405401,0.776036008,0.232810802,0.194009002,0.155207202,13534,2779,19997,36310,25.84199907,316.1570697,50.71395313,46.67856589,525.1435667,107.8302033,775.9196027,1408.893373,115.7069688,62.97532205
90018,34.028887,-118.317183,Los Angeles,CA,2016,51639,24769,48,26870,52,34689,14738,61.3,16290,35696,51209,39811,77.7,11398,6.8496527,45.72484876,Y,60,13A,International Marketplace,13,Next Wave,2136,19245,3129,3363,10918,4818,10565,30,73,17,12,115,7,17,12,10,58,7,19,3,380,7.358779217,0.580956254,1.413660218,0.329208544,0.232382502,2.226998974,0.135556459,0.329208544,0.232382502,0.193652085,1.123182091,0.135556459,0.367938961,0.058095625,95,73,324,492,41.36408528,372.6834369,60.59373729,65.12519607,1.839694804,1.413660218,6.274327543,9.527682566,211.429346,93.30157439
90019,34.049841,-118.33846,Los Angeles,CA,2016,68530,33741,49.2,34789,50.8,48433,24736,66.3,24599,47518,67824,52465,77.4,15359,3.889573317,17.49834736,Y,60,13A,International Marketplace,13,Next Wave,2555,19063,3236,3424,13054,6076,12545,17,86,17,13,112,8,19,10,15,55,22,40,7,421,6.143294907,0.24806654,1.25492485,0.24806654,0.189697943,1.634320735,0.116737195,0.277250839,0.145921494,0.218882241,0.802568218,0.321027287,0.583685977,0.102145046,2074,1754,6384,10212,37.28294178,278.1701445,47.22019553,49.96351963,30.2641179,25.59463009,93.15628192,149.0150299,190.4859186,88.6618999
90020,34.066379,-118.30987,Los Angeles,CA,2016,40170,19672,49,20498,51,30294,16026,70.2,16649,40353,40160,27500,68.5,12660,7.996237337,67.47467438,Y,12,3C,Trendsetters,13,Next Wave,1141,7871,1714,1357,4073,2505,3812,3,41,3,6,35,7,4,1,1,10,8,10,6,135,3.360716953,0.074682599,1.020662186,0.074682599,0.149365198,0.871296988,0.174259398,0.099576799,0.0248942,0.0248942,0.248941997,0.199153597,0.248941997,0.149365198,5019,2718,11807,19544,28.4042818,195.9422455,42.6686582,33.78142893,124.9439881,67.66243465,293.9258153,486.532238,101.3940752,62.35997013
90021,34.029036,-118.23787,Los Angeles,CA,2016,2954,1962,66.4,992,33.6,2403,837,56,1728,12370,2954,2054,69.5,900,7.103889943,53.80455408,Y,12,3C,Trendsetters,3,Uptown Individuals,138,1869,240,337,915,377,913,0,5,0,3,7,1,3,0,1,6,0,1,0,27,9.140148951,0,1.692620176,0,1.015572106,2.369668246,0.338524035,1.015572106,0,0.338524035,2.031144211,0,0.338524035,0,364,92,295,751,46.71631686,632.7014218,81.24576845,114.0825999,123.2227488,31.14421124,99.86459039,254.2315504,309.7494922,127.6235613
90022,34.023728,-118.156275,Los Angeles,CA,2016,67191,32482,48.3,34709,51.7,44014,19464,68.1,17436,40650,67191,50170,74.7,17021,6.987280702,35.5002193,Y,61,13B,Las Casas,13,Next Wave,2927,24107,3539,3802,9004,4710,8674,12,85,14,23,75,11,14,17,12,51,13,17,1,345,5.134616243,0.178595348,1.265050379,0.208361239,0.34230775,1.116220922,0.163712402,0.208361239,0.253010076,0.178595348,0.759030227,0.193478293,0.253010076,0.014882946,6840,1811,17936,26587,43.56238187,358.7831704,52.67074459,56.5849593,101.7993481,26.95301454,266.9405129,395.6928755,134.0060425,70.09867393
90023,34.022502,-118.199613,Los Angeles,CA,2016,46611,23348,50.1,23263,49.9,30669,13515,66,11239,37472,46464,34352,73.9,12112,7.571216065,43.86426181,Y,61,13B,Las Casas,13,Next Wave,1887,18487,2929,2898,5685,3104,5435,6,39,7,10,60,5,10,17,8,45,8,14,6,235,5.041728347,0.128724979,0.836712364,0.150179142,0.214541632,1.287249791,0.107270816,0.214541632,0.364720774,0.171633305,0.965437343,0.171633305,0.300358285,0.128724979,3435,978,8786,13199,40.48400592,396.6231147,62.83924396,62.1741649,73.69505052,20.98217159,188.4962777,283.1734998,121.9669177,66.59372251
90024,34.065723,-118.434969,Los Angeles,CA,2016,49737,23337,46.9,26400,53.1,40825,9392,34.3,17206,57210,49737,47181,94.9,2556,5.016194969,39.58805031,N,67,14C,Dorms to Diplomas,14,Scholars and Patriots,2068,8250,1532,1617,6038,3082,5654,28,57,8,7,68,3,3,1,6,44,12,14,3,254,5.106862095,0.562961176,1.146028108,0.16084605,0.140740294,1.367191427,0.060317269,0.060317269,0.020105756,0.120634538,0.884653276,0.241269075,0.281480588,0.060317269,28137,2270,22639,53046,41.57870398,165.8724893,30.80201862,32.5110079,565.7156644,45.64006675,455.1742164,1066.529948,121.3985564,61.96594085
90025,34.045421,-118.445873,Los Angeles,CA,2016,46520,23487,50.5,23033,49.5,36296,20124,67.2,22097,72653,46351,41419,89.4,4932,2.663534293,7.706492556,N,11,3B,Metro Renters,3,Uptown Individuals,2378,7777,1974,1649,8665,4280,8309,13,64,7,8,74,2,8,2,5,23,7,11,1,225,4.836629407,0.279449699,1.375752365,0.150472915,0.171969046,1.590713672,0.042992261,0.171969046,0.042992261,0.107480653,0.494411006,0.150472915,0.236457438,0.021496131,32651,6607,41973,81231,51.1177988,167.1754084,42.43336199,35.44711952,701.8701634,142.0249355,902.2570937,1746.152193,186.2639725,92.00343938
90026,34.080017,-118.262643,Los Angeles,CA,2016,67557,34197,50.6,33360,49.4,49943,23346,60.3,25299,51568,67145,53176,79.2,13969,4.425531915,19.01859941,Y,60,13A,International Marketplace,13,Next Wave,2387,16878,2752,2655,9157,4679,8847,8,69,17,15,85,9,15,10,1,56,15,24,8,332,4.914368607,0.118418521,1.021359741,0.251639356,0.222034726,1.258196782,0.133220836,0.222034726,0.148023151,0.014802315,0.828929645,0.222034726,0.355255562,0.118418521,5713,1625,13633,20971,35.3331261,249.833474,40.73597111,39.30014654,84.56562606,24.05376201,201.7999615,310.4193496,135.5447992,69.26003227
90027,34.127194,-118.295647,Los Angeles,CA,2016,46043,22574,49,23469,51,34205,16425,59.1,21996,52922,45634,39398,86.3,6236,6.094675666,46.8863892,N,12,3C,Trendsetters,3,Uptown Individuals,1955,13809,2029,2676,8405,4122,8054,14,71,7,10,88,6,12,8,8,47,9,16,3,299,6.493929588,0.304063593,1.542036792,0.152031796,0.217188281,1.911256869,0.130312968,0.260625937,0.173750624,0.173750624,1.020784918,0.195469452,0.347501249,0.065156484,46611,8942,62830,118383,42.46030884,299.9152966,44.06750212,58.11958387,1012.336294,194.2097604,1364.593967,2571.140021,182.5467498,89.52500923
90028,34.099912,-118.326912,Los Angeles,CA,2016,31122,17415,56,13707,44,25766,11096,53.7,16201,35729,30975,22943,74.1,8032,7.29896443,61.20733904,N,12,3C,Trendsetters,3,Uptown Individuals,1079,9245,1382,1663,5895,3018,5717,3,39,10,10,57,8,16,3,2,29,3,5,4,189,6.072874494,0.096394833,1.253132832,0.321316111,0.321316111,1.831501832,0.257052889,0.514105777,0.096394833,0.064263222,0.931816721,0.096394833,0.160658055,0.128526444,4558,3701,8786,17045,34.67000835,297.0567444,44.40588651,53.43486922,146.4558833,118.9190926,282.3083349,547.6833108,189.4158473,96.97320224
90029,34.089848,-118.294661,Los Angeles,CA,2016,40242,20548,51.1,19694,48.9,28972,12845,58.2,14187,35132,39905,27549,69,12356,7.227482893,55.33715554,Y,60,13A,International Marketplace,13,Next Wave,1426,11924,1934,2251,6414,2926,6150,19,42,18,14,74,7,7,11,5,34,14,24,5,274,6.808806719,0.472143532,1.043685702,0.447293872,0.347895234,1.838874807,0.173947617,0.173947617,0.273346255,0.124248298,0.844888425,0.347895234,0.596391829,0.124248298,2426,1041,10932,14399,35.43561453,296.3073406,48.05924159,55.93658367,60.28527409,25.8684956,271.6564783,357.810248,159.3857164,72.71010387
90031,34.085784,-118.206666,Los Angeles,CA,2016,38940,19477,50,19463,50,26077,9725,52.2,11651,36801,38623,30237,78.3,8386,7.041983471,35.73884298,Y,61,13B,Las Casas,13,Next Wave,1384,10854,1781,1748,5310,2775,5062,14,69,5,6,52,1,5,8,5,36,8,16,2,227,5.829481253,0.359527478,1.771956857,0.128402671,0.154083205,1.335387776,0.025680534,0.128402671,0.205444273,0.128402671,0.92449923,0.205444273,0.410888546,0.051361068,91,134,1298,1523,35.54185927,278.7365177,45.73703133,44.8895737,2.336928608,3.441191577,33.33333333,39.11145352,136.3636364,71.26348228
90032,34.078195,-118.185501,Los Angeles,CA,2016,47285,23061,48.8,24224,51.2,32325,12960,55.3,13409,45218,47272,38446,81.3,8826,6.402052239,28.25248756,Y,61,13B,Las Casas,7,Ethnic Enclaves,1828,15763,2336,2583,8284,3939,7985,19,60,11,14,72,4,11,9,2,54,10,23,5,294,6.21761658,0.401818759,1.268901343,0.232631913,0.29607698,1.522681612,0.084593423,0.232631913,0.190335201,0.042296711,1.142011209,0.211483557,0.486412181,0.105741779,741,229,1327,2297,38.65919425,333.3615311,49.40255895,54.62620281,15.67093159,4.842973459,28.06386803,48.57777308,175.1929787,83.30337316
90033,34.05038,-118.211991,Los Angeles,CA,2016,49156,24168,49.2,24988,50.8,31578,12055,61.6,13170,29499,48223,36688,76.1,11535,7.318511511,42.36644592,Y,61,13B,Las Casas,13,Next Wave,2021,20702,2714,3358,6205,3375,6005,10,38,9,18,69,13,12,11,9,48,9,17,0,263,5.350313288,0.203433965,0.773049068,0.183090569,0.366181138,1.403694361,0.264464155,0.244120758,0.223777362,0.183090569,0.976483034,0.183090569,0.345837741,0,57746,9039,45846,112631,41.11400439,421.148995,55.21197819,68.31312556,1174.749776,183.8839613,932.6633575,2291.297095,126.2307755,68.6589633
90034,34.030578,-118.399613,Los Angeles,CA,2016,57443,29239,50.9,28204,49.1,44052,23742,66.4,25918,60965,57252,48497,84.7,8755,4.514308639,23.34634929,N,12,3C,Trendsetters,3,Uptown Individuals,2519,12131,2776,1978,9756,4909,9352,18,65,12,10,62,7,17,2,5,41,9,14,3,265,4.613268806,0.313354108,1.131556499,0.208902738,0.174085615,1.079330815,0.121859931,0.295945546,0.034817123,0.087042808,0.713751023,0.156677054,0.243719861,0.052225685,27296,5176,17487,49959,43.8521665,211.1832599,48.32616681,34.43413471,475.1840955,90.10671448,304.4235155,869.7143255,169.8379263,85.45862855
90035,34.051809,-118.383674,Los Angeles,CA,2016,30582,14337,46.9,16245,53.1,20509,10373,60.6,13140,74667,30379,27562,90.7,2817,1.685477178,4.155809129,N,12,3C,Trendsetters,3,Uptown Individuals,1738,6071,1757,1533,6918,3330,6638,19,43,8,4,61,5,14,2,2,28,8,8,3,205,6.703289517,0.621280492,1.40605585,0.261591786,0.130795893,1.994637368,0.163494866,0.457785626,0.065397947,0.065397947,0.915571251,0.261591786,0.261591786,0.09809692,6310,2363,11368,20041,56.83081551,198.5154666,57.452096,50.127526,206.3305212,77.2676738,371.7219279,655.3201229,226.211497,108.8875809
90036,34.07041,-118.350411,Los Angeles,CA,2016,37931,17751,46.8,20180,53.2,29254,15270,62,18527,71917,37781,34211,90.6,3570,6.438709677,50.80403226,N,11,3B,Metro Renters,3,Uptown Individuals,1600,6718,1866,1651,8447,4056,8061,19,45,7,5,60,8,15,0,6,25,6,8,3,207,5.457277688,0.500909546,1.186364715,0.184545622,0.131818302,1.58181962,0.210909283,0.395454905,0,0.158181962,0.659091508,0.158181962,0.210909283,0.079090981,14152,7336,24597,46085,42.18185653,177.1110701,49.19459018,43.52640321,373.098521,193.4038122,648.4669532,1214.969286,222.6938388,106.9310063
90037,34.002719,-118.287487,Los Angeles,CA,2016,61451,30331,49.4,31120,50.6,40757,16111,63,16798,27129,61333,43967,71.7,17366,8.019833285,48.53578615,Y,61,13B,Las Casas,13,Next Wave,2045,25467,3968,4316,12355,5664,12032,18,74,12,20,87,5,17,13,7,56,7,20,5,341,5.549136711,0.292916307,1.204211486,0.195277538,0.325462564,1.415762152,0.081365641,0.276643179,0.211550666,0.113911897,0.911295178,0.113911897,0.325462564,0.081365641,6168,1722,5901,13791,33.27854714,414.4277554,64.57177263,70.23482124,100.3726546,28.02232673,96.02772941,224.4227108,201.0544987,92.17099803
90038,34.088475,-118.325527,Los Angeles,CA,2016,28155,14811,52.6,13344,47.4,21445,9693,57.2,11458,35739,28155,20971,74.5,7184,6.250395695,44.11554289,Y,60,13A,International Marketplace,13,Next Wave,986,8129,1037,1229,3996,2065,3917,5,26,2,2,26,1,10,8,5,12,1,7,3,108,3.835908364,0.17758835,0.923459421,0.07103534,0.07103534,0.923459421,0.03551767,0.3551767,0.28414136,0.17758835,0.42621204,0.03551767,0.24862369,0.10655301,860,945,4953,6758,35.02042266,288.7231398,36.83182383,43.65121648,30.54519624,33.56419819,175.9190197,240.0284141,141.9286095,73.34398863
90039,34.111885,-118.261033,Los Angeles,CA,2016,28436,14073,49.5,14363,50.5,20334,10977,66.1,11476,77361,28200,25116,89.1,3084,3.119284294,9.845593108,N,12,3C,Trendsetters,3,Uptown Individuals,1259,6524,1250,1313,5358,2519,5180,14,51,4,6,49,1,12,6,5,25,7,13,2,195,6.857504572,0.492333662,1.793501196,0.14066676,0.211000141,1.723167815,0.03516669,0.422000281,0.211000141,0.175833451,0.879167253,0.246166831,0.457166971,0.07033338,1209,516,2664,4389,44.27486285,229.4274863,43.95836264,46.17386412,42.51652834,18.1460121,93.68406246,154.3466029,188.4231256,88.58489239
90040,33.994523,-118.149952,Los Angeles,CA,2016,12812,6338,49.5,6474,50.5,8079,3279,58.6,3563,41897,12701,10289,81,2412,6.2721598,29.31273408,Y,61,13B,Las Casas,13,Next Wave,650,4110,662,668,2009,1038,1946,6,21,3,2,17,2,2,1,1,24,2,6,0,87,6.790508898,0.468310958,1.639088355,0.234155479,0.156103653,1.326881049,0.156103653,0.156103653,0.078051826,0.078051826,1.873243834,0.156103653,0.468310958,0,1798,289,1634,3721,50.73368717,320.7930066,51.67030909,52.13862004,140.3371839,22.55697783,127.5366844,290.4308461,156.8061193,81.01779582
90041,34.137412,-118.207607,Los Angeles,CA,2016,28405,13644,48,14761,52,19396,8814,57.9,9434,68457,28177,25204,89.4,2973,2.886105263,8.321473684,N,33,8A,City Lights,8,Middle Ground,1139,6155,1183,1636,5213,2348,4964,16,39,15,6,50,8,5,3,5,31,8,10,2,198,6.970603767,0.563281112,1.372997712,0.528076043,0.211230417,1.760253477,0.281640556,0.176025348,0.105615209,0.176025348,1.091357155,0.281640556,0.352050695,0.070410139,1900,431,3386,5717,40.09857419,216.687203,41.64759725,57.59549375,66.88963211,15.17338497,119.2043654,201.2673825,183.5240275,82.66150326
90042,34.114708,-118.192098,Los Angeles,CA,2016,63109,30523,48.4,32586,51.6,43802,18959,57.1,20299,51444,62838,51859,82.5,10979,5.242530074,20.67559177,N,60,13A,International Marketplace,13,Next Wave,2100,16366,2785,3080,9768,4828,9451,15,80,13,6,71,8,11,12,4,45,10,16,2,293,4.642760937,0.237684007,1.267648038,0.205992806,0.095073603,1.125037633,0.126764804,0.174301605,0.190147206,0.063382402,0.713052021,0.158456005,0.253529608,0.031691201,3146,1040,6487,10673,33.27576098,259.3290973,44.12999731,48.80444944,49.85025908,16.47942449,102.7904102,169.1200938,154.7798254,76.50255906
90043,33.988505,-118.336358,Los Angeles,CA,2016,44328,20632,46.5,23696,53.5,29350,12596,63,16825,41449,44102,36984,83.9,7118,5.356042761,23.72621852,Y,56,12A,Family Foundations,12,Hometown,2348,19464,3071,3694,13672,5678,13257,26,107,17,23,116,14,17,8,8,62,15,30,3,446,10.06136077,0.586536726,2.413824219,0.383504783,0.518859412,2.616856163,0.315827468,0.383504783,0.180472839,0.180472839,1.398664501,0.338386573,0.676773146,0.067677315,2436,881,3174,6491,52.9687782,439.0904169,69.27901101,83.33333333,54.95397943,19.87457138,71.60259881,146.4311496,308.4280816,128.0905974
90044,33.952725,-118.291904,Los Angeles,CA,2016,90155,42399,47,47756,53,59192,22728,63.3,27063,30288,90041,69157,76.8,20884,7.655417407,42.24031972,Y,61,13B,Las Casas,13,Next Wave,3357,45478,6033,7305,23950,9926,23376,22,133,23,24,142,11,25,10,19,109,16,21,3,558,6.18934058,0.244024181,1.475237092,0.255116189,0.266208197,1.575065166,0.12201209,0.277300205,0.110920082,0.210748156,1.209028895,0.177472131,0.232932172,0.033276025,593,1144,1402,3139,37.23587155,504.4423493,66.91808552,81.02711996,6.577560867,12.68925739,15.55099551,34.81781377,265.6535966,110.0992735
90045,33.942108,-118.417488,Los Angeles,CA,2016,41145,19800,48.1,21345,51.9,30632,13923,58.8,15561,81058,41137,38103,92.6,3034,3.328754055,14.88036634,N,6,2A,Urban Chic,2,Upscale Avenues,2247,6798,1795,1393,8561,3866,8177,18,50,6,3,66,6,9,9,7,29,8,14,3,228,5.541378053,0.437477215,1.215214485,0.145825738,0.072912869,1.604083121,0.145825738,0.218738607,0.218738607,0.170130028,0.704824402,0.194434318,0.340260056,0.072912869,20142,4307,16349,40798,54.61173897,165.2205614,43.62620002,33.85587556,489.5370033,104.6785758,397.3508324,991.5664115,208.0690242,93.96038401
